Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2020-12-07 16:17:06,"Afternoon Workout",55s,"Bench Press (Barbell)",1,135.0,8.0,0,0.0,
2020-12-07 16:17:06,"Afternoon Workout",55s,"Bench Press (Barbell)",2,135.0,8.0,0,0.0,
2020-12-07 16:17:06,"Afternoon Workout",55s,"Bench Press (Barbell)",3,135.0,8.0,0,0.0,
2020-12-07 16:17:06,"Afternoon Workout",55s,"Squat (Barbell)",1,155.0,8.0,0,0.0,
2020-12-07 16:17:06,"Afternoon Workout",55s,"Squat (Barbell)",2,155.0,8.0,0,0.0,
2020-12-07 16:17:06,"Afternoon Workout",55s,"Squat (Barbell)",3,155.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Bench Press (Dumbbell)",1,45.0,10.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Bench Press (Dumbbell)",2,50.0,10.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Bench Press (Dumbbell)",3,50.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Bench Press (Dumbbell)",4,50.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Row (Barbell)",1,90.0,10.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Row (Barbell)",2,90.0,10.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Row (Barbell)",3,90.0,10.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Overhead Press (Barbell)",1,75.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Overhead Press (Barbell)",2,75.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Overhead Press (Barbell)",3,85.0,6.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Pull Up",1,0,9.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Pull Up",2,0,9.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Pull Up",3,0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Curl (Dumbbell)",1,30.0,9.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Curl (Dumbbell)",2,30.0,6.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Triceps Pushdown (Cable - Straight Bar)",1,44.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Triceps Pushdown (Cable - Straight Bar)",2,44.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Triceps Extension (Dumbbell)",1,20.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Incline Triceps Extension (Dumbbell)",2,20.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Lateral Raise (Dumbbell)",1,15.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Lateral Raise (Dumbbell)",2,15.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Hanging Leg Raise",1,0,6.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Hanging Leg Raise",2,0,6.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Hanging Leg Raise",3,0,6.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Cable Twist",1,25.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Cable Twist",2,30.0,8.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Cable Crunch",1,75.0,10.0,0,0.0,
2020-12-14 19:15:43,"Monday Upper 1",2h 9m,"Cable Crunch",2,75.0,10.0,0,0.0,
